PlayerID,GameType,PlayerName,SkillLevel,ForehandAccuracy,BackhandAccuracy,Speed,Stamina,Reflexes,PositionalAwareness,Weakness,PreferredPosition,OpponentName,OpponentSkillLevel,CourtType,RallyLength,ShotsPerRally,WinningShotsRatio,Positioning,ServeStyle,TacticalApproach
122,Singles,PlayerEJ,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentEK,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
123,Doubles,PlayerEK,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentEL,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
124,Singles,PlayerEL,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentEM,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
125,Doubles,PlayerEM,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentEN,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
126,Singles,PlayerEN,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentEO,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
127,Doubles,PlayerEO,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentEP,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
128,Singles,PlayerEP,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentEQ,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
129,Doubles,PlayerEQ,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentER,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
130,Singles,PlayerER,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentES,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
131,Doubles,PlayerES,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentET,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
132,Singles,PlayerET,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentEU,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
133,Doubles,PlayerEU,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentEV,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
134,Singles,PlayerEV,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentEW,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
135,Doubles,PlayerEW,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentEX,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
136,Singles,PlayerEX,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentEY,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
137,Doubles,PlayerEY,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentEZ,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
138,Singles,PlayerEZ,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentFA,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
139,Doubles,PlayerFA,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentFB,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
140,Singles,PlayerFB,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentFC,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
141,Doubles,PlayerFC,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentFD,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
142,Singles,PlayerFD,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentFE,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
143,Doubles,PlayerFE,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentFF,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
144,Singles,PlayerFF,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentFG,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
145,Doubles,PlayerFG,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentFH,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
146,Singles,PlayerFH,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentFI,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
147,Doubles,PlayerFI,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentFJ,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
148,Singles,PlayerFJ,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentFK,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
149,Doubles,PlayerFK,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentFL,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
150,Singles,PlayerFL,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentFM,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
151,Doubles,PlayerFM,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentFN,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
152,Singles,PlayerFN,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentFO,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
153,Doubles,PlayerFO,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentFP,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
154,Singles,PlayerFP,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentFQ,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
155,Doubles,PlayerFQ,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentFR,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
156,Singles,PlayerFR,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentFS,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
157,Doubles,PlayerFS,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentFT,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
158,Singles,PlayerFT,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentFU,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
159,Doubles,PlayerFU,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentFV,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
160,Singles,PlayerFV,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentFW,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
161,Doubles,PlayerFW,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentFX,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
162,Singles,PlayerFX,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentFY,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
163,Doubles,PlayerFY,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentFZ,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
164,Singles,PlayerFZ,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentGA,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
165,Doubles,PlayerGA,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentGB,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
166,Singles,PlayerGB,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentGC,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
167,Doubles,PlayerGC,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentGD,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
168,Singles,PlayerGD,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentGE,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
169,Doubles,PlayerGE,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentGF,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
170,Singles,PlayerGF,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentGG,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
171,Doubles,PlayerGG,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentGH,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
172,Singles,PlayerGH,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentGI,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
173,Doubles,PlayerGI,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentGJ,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
174,Singles,PlayerGJ,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentGK,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
175,Doubles,PlayerGK,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentGL,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
176,Singles,PlayerGL,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentGM,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
177,Doubles,PlayerGM,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentGN,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
178,Singles,PlayerGN,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentGO,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
179,Doubles,PlayerGO,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentGP,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
180,Singles,PlayerGP,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentGQ,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
181,Doubles,PlayerGQ,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentGR,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
182,Singles,PlayerGR,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentGS,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
183,Doubles,PlayerGS,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentGT,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
184,Singles,PlayerGT,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentGU,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
185,Doubles,PlayerGU,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentGV,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
186,Singles,PlayerGV,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentGW,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
187,Doubles,PlayerGW,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentGX,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
188,Singles,PlayerGX,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentGY,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
189,Doubles,PlayerGY,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentGZ,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
190,Singles,PlayerGZ,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentHA,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
191,Doubles,PlayerHA,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentHB,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
192,Singles,PlayerHB,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentHC,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
193,Doubles,PlayerHC,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentHD,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
194,Singles,PlayerHD,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentHE,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
195,Doubles,PlayerHE,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentHF,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
196,Singles,PlayerHF,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentHG,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
197,Doubles,PlayerHG,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentHH,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
198,Singles,PlayerHH,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentHI,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
199,Doubles,PlayerHI,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentHJ,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
200,Singles,PlayerHJ,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentHK,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
201,Doubles,PlayerHK,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentHL,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
202,Singles,PlayerHL,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentHM,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
203,Doubles,PlayerHM,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentHN,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
204,Singles,PlayerHN,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentHO,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
205,Doubles,PlayerHO,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentHP,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
206,Singles,PlayerHP,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentHQ,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
207,Doubles,PlayerHQ,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentHR,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
208,Singles,PlayerHR,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentHS,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
209,Doubles,PlayerHS,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentHT,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
210,Singles,PlayerHT,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentHU,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
211,Doubles,PlayerHU,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentHV,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
212,Singles,PlayerHV,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentHW,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
213,Doubles,PlayerHW,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentHX,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
214,Singles,PlayerHX,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentHY,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
215,Doubles,PlayerHY,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentHZ,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
216,Singles,PlayerHZ,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentIA,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
217,Doubles,PlayerIA,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentIB,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
218,Singles,PlayerIB,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentIC,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
219,Doubles,PlayerIC,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentID,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
220,Singles,PlayerID,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentIE,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
221,Doubles,PlayerIE,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentIF,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
222,Singles,PlayerIF,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentIG,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
223,Doubles,PlayerIG,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentIH,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
224,Singles,PlayerIH,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentII,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
225,Doubles,PlayerII,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentIJ,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
226,Singles,PlayerIJ,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentIK,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
227,Doubles,PlayerIK,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentIL,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
228,Singles,PlayerIL,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentIM,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
229,Doubles,PlayerIM,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentIN,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
230,Singles,PlayerIN,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentIO,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
231,Doubles,PlayerIO,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentIP,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
232,Singles,PlayerIP,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentIQ,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
233,Doubles,PlayerIQ,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentIR,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
234,Singles,PlayerIR,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentIS,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
235,Doubles,PlayerIS,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentIT,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
236,Singles,PlayerIT,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentIU,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
237,Doubles,PlayerIU,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentIV,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
238,Singles,PlayerIV,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentIW,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
239,Doubles,PlayerIW,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentIX,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
240,Singles,PlayerIX,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentIY,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
