PlayerID,GameType,PlayerName,SkillLevel,ForehandAccuracy,BackhandAccuracy,Speed,Stamina,Reflexes,PositionalAwareness,Weakness,PreferredPosition,OpponentName,OpponentSkillLevel,CourtType,RallyLength,ShotsPerRally,WinningShotsRatio,Positioning,ServeStyle,TacticalApproach
480,Singles,PlayerSD,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentSE,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
481,Doubles,PlayerSE,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentSF,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
482,Singles,PlayerSF,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentSG,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
483,Doubles,PlayerSG,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentSH,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
484,Singles,PlayerSH,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentSI,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
485,Doubles,PlayerSI,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentSJ,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
486,Singles,PlayerSJ,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentSK,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
487,Doubles,PlayerSK,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentSL,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
488,Singles,PlayerSL,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentSM,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
489,Doubles,PlayerSM,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentSN,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
490,Singles,PlayerSN,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentSO,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
491,Doubles,PlayerSO,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentSP,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
492,Singles,PlayerSP,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentSQ,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
493,Doubles,PlayerSQ,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentSR,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
494,Singles,PlayerSR,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentSS,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
495,Doubles,PlayerSS,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentST,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
496,Singles,PlayerST,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentSU,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
497,Doubles,PlayerSU,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentSV,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
498,Singles,PlayerSV,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentSW,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
499,Doubles,PlayerSW,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentSX,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
500,Singles,PlayerSX,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentSY,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
501,Doubles,PlayerSY,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentSZ,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
502,Singles,PlayerSZ,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentTA,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
503,Doubles,PlayerTA,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentTB,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
504,Singles,PlayerTB,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentTC,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
505,Doubles,PlayerTC,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentTD,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
506,Singles,PlayerTD,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentTE,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
507,Doubles,PlayerTE,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentTF,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
508,Singles,PlayerTF,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentTG,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
509,Doubles,PlayerTG,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentTH,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
510,Singles,PlayerTH,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentTI,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
511,Doubles,PlayerTI,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentTJ,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
512,Singles,PlayerTJ,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentTK,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
513,Doubles,PlayerTK,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentTL,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
514,Singles,PlayerTL,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentTM,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
515,Doubles,PlayerTM,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentTN,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
516,Singles,PlayerTN,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentTO,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
517,Doubles,PlayerTO,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentTP,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
518,Singles,PlayerTP,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentTQ,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
519,Doubles,PlayerTQ,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentTR,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
520,Singles,PlayerTR,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentTS,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
521,Doubles,PlayerTS,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentTT,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
522,Singles,PlayerTT,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentTU,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
523,Doubles,PlayerTU,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentTV,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
524,Singles,PlayerTV,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentTW,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
525,Doubles,PlayerTW,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentTX,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
526,Singles,PlayerTX,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentTY,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
527,Doubles,PlayerTY,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentTZ,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
528,Singles,PlayerTZ,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentUA,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
529,Doubles,PlayerUA,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentUB,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
530,Singles,PlayerUB,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentUC,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
531,Doubles,PlayerUC,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentUD,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
532,Singles,PlayerUD,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentUE,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
533,Doubles,PlayerUE,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentUF,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
534,Singles,PlayerUF,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentUG,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
535,Doubles,PlayerUG,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentUH,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
536,Singles,PlayerUH,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentUI,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
537,Doubles,PlayerUI,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentUJ,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
538,Singles,PlayerUJ,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentUK,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
539,Doubles,PlayerUU,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentUV,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
540,Singles,PlayerUV,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentUW,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
541,Doubles,PlayerUW,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentUX,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
542,Singles,PlayerUX,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentUY,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
543,Doubles,PlayerUY,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentUZ,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
544,Singles,PlayerUZ,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentVA,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
545,Doubles,PlayerVA,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentVB,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
546,Singles,PlayerVB,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentVC,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
547,Doubles,PlayerVC,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentVD,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
548,Singles,PlayerVD,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentVE,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
549,Doubles,PlayerVE,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentVF,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
550,Singles,PlayerVF,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentVG,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
551,Doubles,PlayerVG,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentVH,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
552,Singles,PlayerVH,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentVI,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
553,Doubles,PlayerVI,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentVJ,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
554,Singles,PlayerVJ,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentVK,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
555,Doubles,PlayerVK,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentVL,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
556,Singles,PlayerVL,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentVM,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
557,Doubles,PlayerVM,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentVN,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
558,Singles,PlayerVN,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentVO,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
559,Doubles,PlayerVO,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentVP,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
560,Singles,PlayerVP,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentVQ,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
561,Doubles,PlayerVQ,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentVR,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
562,Singles,PlayerVR,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentVS,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
563,Doubles,PlayerVS,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentVT,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
564,Singles,PlayerVT,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentVU,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
565,Doubles,PlayerVU,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentVV,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
566,Singles,PlayerVV,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentVW,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
567,Doubles,PlayerVW,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentVX,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
568,Singles,PlayerVX,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentVY,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
569,Doubles,PlayerVY,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentVZ,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
570,Singles,PlayerVZ,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentWA,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
571,Doubles,PlayerWA,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentWB,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
572,Singles,PlayerWB,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentWC,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
573,Doubles,PlayerWC,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentWD,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
574,Singles,PlayerWD,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentWE,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
575,Doubles,PlayerWE,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentWF,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
576,Singles,PlayerWF,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentWG,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
577,Doubles,PlayerWG,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentWH,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
578,Singles,PlayerWH,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentWI,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
579,Doubles,PlayerWI,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentWJ,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
580,Singles,PlayerWJ,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentWK,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
581,Doubles,PlayerWK,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentWL,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline play with net coverage
582,Singles,PlayerWL,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentWM,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
583,Doubles,PlayerWM,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentWN,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
584,Singles,PlayerWN,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentWO,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
585,Doubles,PlayerWO,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentWP,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
586,Singles,PlayerWP,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentWQ,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
587,Doubles,PlayerWQ,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentWR,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
588,Singles,PlayerWR,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentWS,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
589,Doubles,PlayerWS,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentWT,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
590,Singles,PlayerWT,Advanced,0.85,0.79,4.3,0.86,0.9,0.87,Stamina,Front,OpponentWU,Intermediate,Clay,17,13,0.68,Front,Short,Quick net play with aggressive shots
591,Doubles,PlayerWU,Intermediate,0.77,0.71,4.1,0.79,0.84,0.81,Backhand,Rear,OpponentWV,Beginner,Grass,17,12,0.58,Rear,Long,Strategic baseline
592,Singles,PlayerWV,Advanced,0.86,0.79,4.3,0.87,0.9,0.88,Stamina,Front,OpponentWW,Intermediate,Hard,16,11,0.72,Front,Short,Aggressive net play with fast serves
593,Doubles,PlayerWW,Expert,0.94,0.89,5.1,0.93,0.95,0.94,None,Middle,OpponentWX,Intermediate,Clay,23,19,0.78,Middle,Short,"Versatile gameplay, adapting to opponents"
594,Singles,PlayerWX,Intermediate,0.76,0.71,4,0.78,0.83,0.8,Backhand,Rear,OpponentWY,Beginner,Hard,18,13,0.65,Rear,Long,Balanced approach with focus on opponent weaknesses
595,Doubles,PlayerWY,Advanced,0.85,0.78,4.5,0.85,0.89,0.87,Stamina,Front,OpponentWZ,Intermediate,Grass,19,15,0.62,Front,Short,Quick net play and coordinated strategies
596,Singles,PlayerWZ,Intermediate,0.78,0.73,4.2,0.8,0.85,0.82,Backhand,Rear,OpponentXA,Beginner,Clay,20,14,0.55,Rear,Long,Patient baseline game with focus on consistency
597,Doubles,PlayerXA,Advanced,0.87,0.81,4.4,0.86,0.91,0.88,None,Middle,OpponentXB,Intermediate,Hard,22,18,0.73,Middle,Short,Aggressive net play with strategic court positioning
598,Singles,PlayerXB,Expert,0.93,0.88,5,0.92,0.95,0.93,None,Middle,OpponentXC,Intermediate,Grass,19,12,0.8,Middle,Short,"Versatile gameplay, adapting to opponent's style"
599,Doubles,PlayerXC,Intermediate,0.76,0.7,4.1,0.78,0.83,0.8,Backhand,Rear,OpponentXD,Beginner,Hard,15,10,0.6,Rear,Long,Balanced net and baseline strategies
